metric_name,business_unit,show_scope,partner_scope,channel_scope,frequency,source_role,source_system,where_from,how_counted,reference_doc,status_note,source_row_ref
Cost article - Уборка,b2c_moscow,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,planfact_article_catalog_2026_05_01
Cost article - Уборка,b2c_spb,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,planfact_article_catalog_2026_05_01
Cost article - Уборка,franchise,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,planfact_article_catalog_2026_05_01
Cost article - Уборка,general,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,planfact_article_catalog_2026_05_01
Cost article - Управленческий персонал ФОТ,b2b,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,planfact_article_catalog_2026_05_01
Cost article - Управленческий персонал ФОТ,b2c_moscow,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,planfact_article_catalog_2026_05_01
Cost article - Управленческий персонал ФОТ,b2c_spb,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,planfact_article_catalog_2026_05_01
Cost article - Управленческий персонал ФОТ,franchise,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,planfact_article_catalog_2026_05_01
Cost article - Управленческий персонал ФОТ,general,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,planfact_article_catalog_2026_05_01
Cost article - Услуги типографии,b2b,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,planfact_article_catalog_2026_05_01
Cost article - Услуги типографии,b2c_moscow,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,planfact_article_catalog_2026_05_01
Cost article - Услуги типографии,b2c_spb,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,planfact_article_catalog_2026_05_01
Cost article - Услуги типографии,franchise,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,planfact_article_catalog_2026_05_01
Cost article - Услуги типографии,general,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,planfact_article_catalog_2026_05_01
Costs - Other (by articles),b2b,b2b_show_names,general,general,month,primary,planfact,PlanFact reference layer,Derived from PlanFact monthly P&L / article layer,/Users/Peter/Documents/Morpheus Metrics/docs/fact_layer_source_access.md,,refined_2026_05_01
Costs - Other (by articles),b2b,general,general,general,month,primary,planfact,PlanFact reference layer,Derived from PlanFact monthly P&L / article layer,/Users/Peter/Documents/Morpheus Metrics/docs/fact_layer_source_access.md,,refined_2026_05_01
Costs - Other (by articles),b2c_moscow,general,b2c_partner_names,marketing_channel_names,month,primary,planfact,PlanFact reference layer,Derived from PlanFact monthly P&L / article layer,/Users/Peter/Documents/Morpheus Metrics/docs/fact_layer_source_access.md,,57
Costs - Other (by articles),b2c_spb,general,b2c_partner_names,marketing_channel_names,month,primary,planfact,PlanFact reference layer,Derived from PlanFact monthly P&L / article layer,/Users/Peter/Documents/Morpheus Metrics/docs/fact_layer_source_access.md,,58
Costs - Other (by articles),general,general,general,general,month,needs_decision,,Unspecified source,,,Rule exists but source choice still needs explicit decision.,61
Costs - Salary fixed,b2b,general,general,general,month,primary,planfact,PlanFact reference layer,Derived from PlanFact monthly P&L / article layer,/Users/Peter/Documents/Morpheus Metrics/docs/fact_layer_source_access.md,,refined_2026_05_01
Costs - Salary fixed,b2c_moscow,general,b2c_partner_names,marketing_channel_names,month,primary,planfact,PlanFact reference layer,Derived from PlanFact monthly P&L / article layer,/Users/Peter/Documents/Morpheus Metrics/docs/fact_layer_source_access.md,,53
Costs - Salary fixed,b2c_spb,general,b2c_partner_names,marketing_channel_names,month,primary,planfact,PlanFact reference layer,Derived from PlanFact monthly P&L / article layer,/Users/Peter/Documents/Morpheus Metrics/docs/fact_layer_source_access.md,,54
Costs - Salary fixed,general,general,general,general,month,needs_decision,,Unspecified source,,,Rule exists but source choice still needs explicit decision.,56
Costs - Salary variable,b2b,b2b_show_names,general,general,month,primary,airtable,Airtable,Operational Airtable source; aggregate project-level rows into metric scope,/Users/Peter/Documents/Morpheus Metrics/docs/fact_layer_source_access.md,,refined_2026_05_01
Costs - Salary variable,b2b,general,general,general,month,reference,aggregate,Derived aggregate layer,Derived aggregate layer built on top of more atomic facts; use only as reference unless no direct source exists,/Users/Peter/Documents/Morpheus Metrics/docs/fact_layer_source_access.md,,refined_2026_05_01
Costs - Salary variable,b2c_moscow,b2c_show_names,b2c_partner_names,marketing_channel_names,week,primary,erp,ERP API,salaries/period salary_payed by show plus bonuses; unresolved bonus tail goes into general,/Users/Peter/Documents/Morpheus Metrics/docs/erp_salary_variable_logic.md,,47
Costs - Salary variable,b2c_moscow,general,b2c_partner_names,marketing_channel_names,month,primary,planfact,PlanFact reference layer,,/Users/Peter/Documents/Morpheus Metrics/docs/fact_layer_source_access.md,,48
Costs - Salary variable,b2c_moscow,general,b2c_partner_names,marketing_channel_names,week,reference,aggregate,Derived aggregate layer,Derived aggregate layer built on top of more atomic facts; use only as reference unless no direct source exists,/Users/Peter/Documents/Morpheus Metrics/docs/fact_layer_source_access.md,,48
Costs - Salary variable,b2c_moscow,general,general,general,week,primary,erp,ERP API,salaries/period salary_payed by show plus bonuses; unresolved bonus tail goes into general,/Users/Peter/Documents/Morpheus Metrics/docs/erp_salary_variable_logic.md,,erp_salary_variable_logic_2026_05_02
Costs - Salary variable,b2c_spb,b2c_show_names,b2c_partner_names,marketing_channel_names,week,primary,erp,ERP API,salaries/period salary_payed by show plus bonuses; unresolved bonus tail goes into general,/Users/Peter/Documents/Morpheus Metrics/docs/erp_salary_variable_logic.md,,49
Costs - Salary variable,b2c_spb,general,b2c_partner_names,marketing_channel_names,month,primary,planfact,PlanFact reference layer,,/Users/Peter/Documents/Morpheus Metrics/docs/fact_layer_source_access.md,,50
Costs - Salary variable,b2c_spb,general,b2c_partner_names,marketing_channel_names,week,reference,aggregate,Derived aggregate layer,Derived aggregate layer built on top of more atomic facts; use only as reference unless no direct source exists,/Users/Peter/Documents/Morpheus Metrics/docs/fact_layer_source_access.md,,50
Costs - Salary variable,b2c_spb,general,general,general,week,primary,erp,ERP API,salaries/period salary_payed by show plus bonuses; unresolved bonus tail goes into general,/Users/Peter/Documents/Morpheus Metrics/docs/erp_salary_variable_logic.md,,erp_salary_variable_logic_2026_05_02
Dividends,general,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,73
EBIT,general,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,65
EBITDA,general,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,62
EBT,general,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,68
Logistics costs,general,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,52
Marketing costs,b2b,general,general,marketing_channel_names,week,primary,yandex_direct,Yandex Direct Reports API,Reports API CAMPAIGN_PERFORMANCE_REPORT; weekly sum of Cost with IncludeVAT=YES and IncludeDiscount=NO,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/yandex_direct.md,,refined_2026_05_01
Marketing costs,b2b,general,general,marketing_channel_names,week,reference,yandex_metrica,Yandex Metrica API,,/Users/Peter/Documents/Morpheus Metrics/docs/yandex_metrica_weekly_fact_ingestion.md,"Keep as analytical/reference slice only, not source of truth for fact-layer spend.",refined_2026_05_01
Marketing costs,b2c_moscow,general,general,marketing_channel_names,week,primary,yandex_direct,Yandex Direct Reports API,Reports API CAMPAIGN_PERFORMANCE_REPORT; weekly sum of Cost with IncludeVAT=YES and IncludeDiscount=NO,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/yandex_direct.md,,refined_2026_05_01
Marketing costs,b2c_moscow,general,general,marketing_channel_names,week,reference,yandex_metrica,Yandex Metrica API,,/Users/Peter/Documents/Morpheus Metrics/docs/yandex_metrica_weekly_fact_ingestion.md,"Keep as analytical/reference slice only, not source of truth for fact-layer spend.",refined_2026_05_01
Marketing costs,b2c_spb,general,general,marketing_channel_names,week,primary,yandex_direct,Yandex Direct Reports API,Reports API CAMPAIGN_PERFORMANCE_REPORT; weekly sum of Cost with IncludeVAT=YES and IncludeDiscount=NO,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/yandex_direct.md,,refined_2026_05_01
Marketing costs,b2c_spb,general,general,marketing_channel_names,week,reference,yandex_metrica,Yandex Metrica API,,/Users/Peter/Documents/Morpheus Metrics/docs/yandex_metrica_weekly_fact_ingestion.md,"Keep as analytical/reference slice only, not source of truth for fact-layer spend.",refined_2026_05_01
Net profit,general,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,71
Number of cancelled SD shows - actor/master shortage,b2c_moscow,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_moscow_50
Number of cancelled SD shows - no tickets sold,b2c_moscow,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_moscow_48
Number of cancelled SD shows - special shows,b2c_moscow,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_moscow_49
Number of cancelled non-SD shows - actor/master shortage,b2c_moscow,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_moscow_45
Number of cancelled non-SD shows - actor/master shortage,b2c_spb,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_spb_42|live_add_metric_spb_48
Number of cancelled non-SD shows - no tickets sold,b2c_moscow,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_moscow_43
Number of cancelled non-SD shows - no tickets sold,b2c_spb,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_spb_41|live_add_metric_spb_46
Number of cancelled non-SD shows - special shows,b2c_moscow,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_moscow_44
Number of cancelled non-SD shows - special shows,b2c_spb,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_spb_43|live_add_metric_spb_47
Number of certificates,b2c_moscow,general,b2c_partner_names,marketing_channel_names,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,23
Number of certificates,b2c_spb,general,b2c_partner_names,marketing_channel_names,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,24
Number of completed OG protocols,b2c_spb,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_spb_115
Number of concepts sent,b2b,general,general,general,week,primary,amocrm,amoCRM API,amoCRM v4 events; distinct leads that entered the target pipeline stage during the week,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/amocrm.md,,amocrm_weekly_flow_2026_05_10
Number of contacts established,b2b,general,general,general,week,primary,amocrm,amoCRM API,amoCRM v4 events; distinct leads that entered the target pipeline stage during the week,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/amocrm.md,,amocrm_weekly_flow_2026_05_10
Number of contracts approved,b2b,general,general,general,week,primary,amocrm,amoCRM API,amoCRM v4 events; distinct leads that entered the target pipeline stage during the week,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/amocrm.md,,amocrm_weekly_flow_2026_05_10
Number of contracts sent,b2b,general,general,general,week,primary,amocrm,amoCRM API,amoCRM v4 events; distinct leads that entered the target pipeline stage during the week,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/amocrm.md,,amocrm_weekly_flow_2026_05_10
Number of creative meetings,b2b,general,general,general,week,primary,amocrm,amoCRM API,amoCRM v4 events; distinct leads that entered the target pipeline stage during the week,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/amocrm.md,,refined_2026_05_01
Number of creative meetings scheduled,b2b,general,general,general,week,primary,amocrm,amoCRM API,amoCRM v4 events; distinct leads that entered the target pipeline stage during the week,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/amocrm.md,,amocrm_weekly_flow_2026_05_10
Number of fines,b2c_moscow,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_moscow_142
Number of genuine reviews,b2c_moscow,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_moscow_100
Number of genuine reviews,b2c_spb,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_spb_57
Number of leads,b2b,general,general,general,week,primary,amocrm,amoCRM API,amoCRM v4 leads in the Corporates pipeline; count leads created during the week,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/amocrm.md,,amocrm_weekly_flow_2026_05_10
Number of leads,franchise,general,general,marketing_channel_names,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,refined_2026_05_01
Number of lost leads,b2b,general,general,general,week,primary,amocrm,amoCRM API,amoCRM v4 events; distinct leads that entered the target pipeline stage during the week,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/amocrm.md,,amocrm_weekly_flow_2026_05_10
Number of new Yandex Maps reviews,b2c_moscow,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_moscow_99
Number of new Yandex Maps reviews,b2c_spb,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_spb_56
Number of non-genuine reviews,b2c_moscow,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_moscow_101
Number of non-genuine reviews,b2c_spb,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_spb_58
Number of orders,b2b,general,general,general,week,primary,amocrm,amoCRM API,amoCRM v4 events; distinct leads that entered the target pipeline stage during the week,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/amocrm.md,,refined_2026_05_01
Number of orders,b2c_moscow,b2c_show_names,general,general,week,primary,yandex_tickets,Yandex Tickets API,"crm.order.list, sold-only: exclude status=0 and is_returned=1; aggregate by order/event/agent; event_id -> crm.report.event",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,,yandex_tickets_fact_layer_decision_2026_05_02
Number of orders,b2c_moscow,b2c_show_names,general,general,week,secondary,erp,ERP API,POST /tickets/by-sell; positive totals only; joined to shows/get where needed; used as secondary ticket-sales reference,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Reference/fallback only after Yandex Tickets ticket-sales decision.,refined_2026_05_01
Number of orders,b2c_moscow,b2c_show_names,general,general,week,reference,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,refined_2026_05_01
Number of orders,b2c_moscow,general,b2c_partner_names,general,week,primary,yandex_tickets,Yandex Tickets API,"crm.order.list, sold-only: exclude status=0 and is_returned=1; aggregate by order/event/agent; event_id -> crm.report.event",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,,yandex_tickets_fact_layer_decision_2026_05_02
Number of orders,b2c_moscow,general,b2c_partner_names,general,week,secondary,erp,ERP API,POST /tickets/by-sell; positive totals only; joined to shows/get where needed; used as secondary ticket-sales reference,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Reference/fallback only after Yandex Tickets ticket-sales decision.,refined_2026_05_01
Number of orders,b2c_moscow,general,b2c_partner_names,general,week,reference,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,refined_2026_05_01
Number of orders,b2c_moscow,general,general,general,week,primary,yandex_tickets,Yandex Tickets API,"crm.order.list, sold-only: exclude status=0 and is_returned=1; aggregate by order/event/agent; event_id -> crm.report.event",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,,yandex_tickets_fact_layer_decision_2026_05_02
Number of orders,b2c_moscow,general,general,general,week,secondary,erp,ERP API,POST /tickets/by-sell; positive totals only; joined to shows/get where needed; used as secondary ticket-sales reference,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Reference/fallback only after Yandex Tickets ticket-sales decision.,refined_2026_05_01
Number of orders,b2c_moscow,general,general,general,week,reference,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,refined_2026_05_01
Number of orders,b2c_moscow,general,general,marketing_channel_names,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,refined_2026_05_01
Number of orders,b2c_moscow,general,general,marketing_channel_names,week,secondary,erp,ERP API,POST /tickets/by-sell; positive totals only; joined to shows/get where needed; used as secondary ticket-sales reference,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Reference/fallback only after Yandex Tickets ticket-sales decision.,refined_2026_05_01
Number of orders,b2c_spb,b2c_show_names,general,general,week,primary,yandex_tickets,Yandex Tickets API,"crm.order.list, sold-only: exclude status=0 and is_returned=1; aggregate by order/event/agent; event_id -> crm.report.event",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,Architectural primary source for SPB ticket sales; operational hookup still needs final cabinet rollout.,yandex_tickets_fact_layer_decision_2026_05_02
Number of orders,b2c_spb,b2c_show_names,general,general,week,secondary,erp,ERP API,POST /tickets/by-sell; positive totals only; joined to shows/get where needed; used as secondary ticket-sales reference,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Reference/fallback only after Yandex Tickets ticket-sales decision.,refined_2026_05_01
Number of orders,b2c_spb,b2c_show_names,general,general,week,reference,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,refined_2026_05_01
Number of orders,b2c_spb,general,b2c_partner_names,general,week,primary,yandex_tickets,Yandex Tickets API,"crm.order.list, sold-only: exclude status=0 and is_returned=1; aggregate by order/event/agent; event_id -> crm.report.event",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,Architectural primary source for SPB ticket sales; operational hookup still needs final cabinet rollout.,yandex_tickets_fact_layer_decision_2026_05_02
Number of orders,b2c_spb,general,b2c_partner_names,general,week,secondary,erp,ERP API,POST /tickets/by-sell; positive totals only; joined to shows/get where needed; used as secondary ticket-sales reference,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Reference/fallback only after Yandex Tickets ticket-sales decision.,refined_2026_05_01
Number of orders,b2c_spb,general,b2c_partner_names,general,week,reference,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,refined_2026_05_01
Number of orders,b2c_spb,general,general,general,week,primary,yandex_tickets,Yandex Tickets API,"crm.order.list, sold-only: exclude status=0 and is_returned=1; aggregate by order/event/agent; event_id -> crm.report.event",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,Architectural primary source for SPB ticket sales; operational hookup still needs final cabinet rollout.,yandex_tickets_fact_layer_decision_2026_05_02
Number of orders,b2c_spb,general,general,general,week,secondary,erp,ERP API,POST /tickets/by-sell; positive totals only; joined to shows/get where needed; used as secondary ticket-sales reference,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Reference/fallback only after Yandex Tickets ticket-sales decision.,refined_2026_05_01
Number of orders,b2c_spb,general,general,general,week,reference,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,refined_2026_05_01
Number of orders,b2c_spb,general,general,marketing_channel_names,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,refined_2026_05_01
Number of orders,b2c_spb,general,general,marketing_channel_names,week,secondary,erp,ERP API,POST /tickets/by-sell; positive totals only; joined to shows/get where needed; used as secondary ticket-sales reference,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Reference/fallback only after Yandex Tickets ticket-sales decision.,refined_2026_05_01
Number of payments received,b2b,general,general,general,week,primary,amocrm,amoCRM API,amoCRM v4 events; distinct leads that entered the target pipeline stage during the week,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/amocrm.md,,amocrm_weekly_flow_2026_05_10
