metric_key,metric_name,business_unit,show_scope,partner_scope,channel_scope,frequency,source_role,source_system,how_counted,reference_doc,status_note,source_row_ref
number_of_cancelled_non_sd_shows_actor_master_shortage,Number of cancelled non-SD shows - actor/master shortage,b2c_moscow,general,general,general,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,live_add_metric_moscow_45
number_of_cancelled_non_sd_shows_actor_master_shortage,Number of cancelled non-SD shows - actor/master shortage,b2c_spb,general,general,general,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,live_add_metric_spb_42|live_add_metric_spb_48
number_of_cancelled_non_sd_shows_no_tickets_sold,Number of cancelled non-SD shows - no tickets sold,b2c_moscow,general,general,general,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,live_add_metric_moscow_43
number_of_cancelled_non_sd_shows_no_tickets_sold,Number of cancelled non-SD shows - no tickets sold,b2c_spb,general,general,general,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,live_add_metric_spb_41|live_add_metric_spb_46
number_of_cancelled_non_sd_shows_special_shows,Number of cancelled non-SD shows - special shows,b2c_moscow,general,general,general,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,live_add_metric_moscow_44
number_of_cancelled_non_sd_shows_special_shows,Number of cancelled non-SD shows - special shows,b2c_spb,general,general,general,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,live_add_metric_spb_43|live_add_metric_spb_47
number_of_certificates,Number of certificates,b2c_moscow,general,b2c_partner_names,marketing_channel_names,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,23
number_of_certificates,Number of certificates,b2c_spb,general,b2c_partner_names,marketing_channel_names,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,24
number_of_completed_og_protocols,Number of completed OG protocols,b2c_spb,general,general,general,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,live_add_metric_spb_115
number_of_concepts_sent,Number of concepts sent,b2b,general,general,general,week,primary,amocrm,amoCRM v4 events; distinct leads that entered the target pipeline stage during the week,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/amocrm.md,,amocrm_weekly_flow_2026_05_10
number_of_contacts_established,Number of contacts established,b2b,general,general,general,week,primary,amocrm,amoCRM v4 events; distinct leads that entered the target pipeline stage during the week,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/amocrm.md,,amocrm_weekly_flow_2026_05_10
number_of_contracts_approved,Number of contracts approved,b2b,general,general,general,week,primary,amocrm,amoCRM v4 events; distinct leads that entered the target pipeline stage during the week,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/amocrm.md,,amocrm_weekly_flow_2026_05_10
number_of_contracts_sent,Number of contracts sent,b2b,general,general,general,week,primary,amocrm,amoCRM v4 events; distinct leads that entered the target pipeline stage during the week,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/amocrm.md,,amocrm_weekly_flow_2026_05_10
number_of_creative_meetings,Number of creative meetings,b2b,general,general,general,week,primary,amocrm,amoCRM v4 events; distinct leads that entered the target pipeline stage during the week,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/amocrm.md,,refined_2026_05_01
number_of_creative_meetings_scheduled,Number of creative meetings scheduled,b2b,general,general,general,week,primary,amocrm,amoCRM v4 events; distinct leads that entered the target pipeline stage during the week,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/amocrm.md,,amocrm_weekly_flow_2026_05_10
number_of_fines,Number of fines,b2c_moscow,general,general,general,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,live_add_metric_moscow_142
number_of_genuine_reviews,Number of genuine reviews,b2c_moscow,general,general,general,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,live_add_metric_moscow_100
number_of_genuine_reviews,Number of genuine reviews,b2c_spb,general,general,general,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,live_add_metric_spb_57
number_of_leads,Number of leads,b2b,general,general,general,week,primary,amocrm,amoCRM v4 leads in the Corporates pipeline; count leads created during the week,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/amocrm.md,,amocrm_weekly_flow_2026_05_10
number_of_leads,Number of leads,franchise,general,general,marketing_channel_names,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,refined_2026_05_01
number_of_lost_leads,Number of lost leads,b2b,general,general,general,week,primary,amocrm,amoCRM v4 events; distinct leads that entered the target pipeline stage during the week,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/amocrm.md,,amocrm_weekly_flow_2026_05_10
number_of_new_yandex_maps_reviews,Number of new Yandex Maps reviews,b2c_moscow,general,general,general,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,live_add_metric_moscow_99
number_of_new_yandex_maps_reviews,Number of new Yandex Maps reviews,b2c_spb,general,general,general,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,live_add_metric_spb_56
number_of_non_genuine_reviews,Number of non-genuine reviews,b2c_moscow,general,general,general,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,live_add_metric_moscow_101
number_of_non_genuine_reviews,Number of non-genuine reviews,b2c_spb,general,general,general,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,live_add_metric_spb_58
number_of_orders,Number of orders,b2b,general,general,general,week,primary,amocrm,amoCRM v4 events; distinct leads that entered the target pipeline stage during the week,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/amocrm.md,,refined_2026_05_01
number_of_orders,Number of orders,b2c_moscow,b2c_show_names,general,general,week,primary,erp,POST /tickets/by-sell; keep rows with status!=0 and total>0; joined to shows/get where needed for show scope,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Active weekly source for ticket sales after ERP status clarification.,erp_ticket_sales_primary_2026_05_30
number_of_orders,Number of orders,b2c_moscow,b2c_show_names,b2c_partner_names,general,week,primary,erp,POST /tickets/by-sell; keep rows with status!=0 and total>0; joined to shows/get and aggregated by show+partner mapping,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Active weekly source for ticket sales after ERP status clarification.,erp_ticket_sales_show_partner_primary_2026_05_31
number_of_orders,Number of orders,b2c_moscow,b2c_show_names,general,general,week,reference,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,refined_2026_05_01
number_of_orders,Number of orders,b2c_moscow,b2c_show_names,general,general,week,reference,yandex_tickets,"crm.order.list reference only; sold-only means exclude status=0 and is_returned=1",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,Deprecated as active weekly ingestion source; keep only for optional reconciliation.,yandex_tickets_reference_2026_05_30
number_of_orders,Number of orders,b2c_moscow,general,b2c_partner_names,general,week,primary,erp,POST /tickets/by-sell; keep rows with status!=0 and total>0; aggregate by agent/partner mapping,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Active weekly source for ticket sales after ERP status clarification.,erp_ticket_sales_primary_2026_05_30
number_of_orders,Number of orders,b2c_moscow,general,b2c_partner_names,general,week,reference,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,refined_2026_05_01
number_of_orders,Number of orders,b2c_moscow,general,b2c_partner_names,general,week,reference,yandex_tickets,"crm.order.list reference only; sold-only means exclude status=0 and is_returned=1",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,Deprecated as active weekly ingestion source; keep only for optional reconciliation.,yandex_tickets_reference_2026_05_30
number_of_orders,Number of orders,b2c_moscow,general,general,general,week,primary,erp,POST /tickets/by-sell; keep rows with status!=0 and total>0,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Active weekly source for ticket sales after ERP status clarification.,erp_ticket_sales_primary_2026_05_30
number_of_orders,Number of orders,b2c_moscow,general,general,general,week,reference,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,refined_2026_05_01
number_of_orders,Number of orders,b2c_moscow,general,general,general,week,reference,yandex_tickets,"crm.order.list reference only; sold-only means exclude status=0 and is_returned=1",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,Deprecated as active weekly ingestion source; keep only for optional reconciliation.,yandex_tickets_reference_2026_05_30
number_of_orders,Number of orders,b2c_moscow,general,general,marketing_channel_names,week,primary,erp,POST /tickets/by-sell; keep rows with status!=0 and total>0; joined to shows/get where needed; used with channel overlay where available,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Active weekly source for ticket sales after ERP status clarification.,erp_ticket_sales_primary_2026_05_30
number_of_orders,Number of orders,b2c_moscow,general,general,marketing_channel_names,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,refined_2026_05_01
number_of_orders,Number of orders,b2c_spb,b2c_show_names,general,general,week,primary,erp,POST /tickets/by-sell; keep rows with status!=0 and total>0; joined to shows/get where needed for show scope,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Active weekly source for ticket sales after ERP status clarification.,erp_ticket_sales_primary_2026_05_30
number_of_orders,Number of orders,b2c_spb,b2c_show_names,b2c_partner_names,general,week,primary,erp,POST /tickets/by-sell; keep rows with status!=0 and total>0; joined to shows/get and aggregated by show+partner mapping,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Active weekly source for ticket sales after ERP status clarification.,erp_ticket_sales_show_partner_primary_2026_05_31
number_of_orders,Number of orders,b2c_spb,b2c_show_names,general,general,week,reference,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,refined_2026_05_01
number_of_orders,Number of orders,b2c_spb,b2c_show_names,general,general,week,reference,yandex_tickets,"crm.order.list reference only; sold-only means exclude status=0 and is_returned=1",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,Deprecated as active weekly ingestion source; keep only for optional reconciliation.,yandex_tickets_reference_2026_05_30
number_of_orders,Number of orders,b2c_spb,general,b2c_partner_names,general,week,primary,erp,POST /tickets/by-sell; keep rows with status!=0 and total>0; aggregate by agent/partner mapping,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Active weekly source for ticket sales after ERP status clarification.,erp_ticket_sales_primary_2026_05_30
number_of_orders,Number of orders,b2c_spb,general,b2c_partner_names,general,week,reference,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,refined_2026_05_01
number_of_orders,Number of orders,b2c_spb,general,b2c_partner_names,general,week,reference,yandex_tickets,"crm.order.list reference only; sold-only means exclude status=0 and is_returned=1",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,Deprecated as active weekly ingestion source; keep only for optional reconciliation.,yandex_tickets_reference_2026_05_30
number_of_orders,Number of orders,b2c_spb,general,general,general,week,primary,erp,POST /tickets/by-sell; keep rows with status!=0 and total>0,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Active weekly source for ticket sales after ERP status clarification.,erp_ticket_sales_primary_2026_05_30
number_of_orders,Number of orders,b2c_spb,general,general,general,week,reference,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,refined_2026_05_01
number_of_orders,Number of orders,b2c_spb,general,general,general,week,reference,yandex_tickets,"crm.order.list reference only; sold-only means exclude status=0 and is_returned=1",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,Deprecated as active weekly ingestion source; keep only for optional reconciliation.,yandex_tickets_reference_2026_05_30
number_of_orders,Number of orders,b2c_spb,general,general,marketing_channel_names,week,primary,erp,POST /tickets/by-sell; keep rows with status!=0 and total>0; joined to shows/get where needed; used with channel overlay where available,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Active weekly source for ticket sales after ERP status clarification.,erp_ticket_sales_primary_2026_05_30
number_of_orders,Number of orders,b2c_spb,general,general,marketing_channel_names,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,refined_2026_05_01
number_of_payments_received,Number of payments received,b2b,general,general,general,week,primary,amocrm,amoCRM v4 events; distinct leads that entered the target pipeline stage during the week,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/amocrm.md,,amocrm_weekly_flow_2026_05_10
number_of_post_show_survey_responses,Number of post-show survey responses,b2c_moscow,b2c_show_names,general,general,week,primary,erp,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,erp_survey_satisfaction
number_of_post_show_survey_responses,Number of post-show survey responses,b2c_moscow,general,general,general,week,primary,erp,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,erp_survey_satisfaction_q2
number_of_post_show_survey_responses,Number of post-show survey responses,b2c_spb,b2c_show_names,general,general,week,primary,erp,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,erp_survey_satisfaction
number_of_post_show_survey_responses,Number of post-show survey responses,b2c_spb,general,general,general,week,primary,erp,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,erp_survey_satisfaction_q2
number_of_proposals_sent,Number of proposals sent,b2b,general,general,general,week,primary,amocrm,amoCRM v4 events; distinct leads that entered the target pipeline stage during the week,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/amocrm.md,,amocrm_weekly_flow_2026_05_10
number_of_qualified_leads,Number of qualified leads,b2b,general,general,general,week,primary,amocrm,amoCRM v4 events; distinct leads that entered the target pipeline stage during the week,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/amocrm.md,,amocrm_weekly_flow_2026_05_10
number_of_question_3_responses,Number of question 3 responses,b2c_moscow,b2c_show_names,general,general,week,primary,erp,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,erp_survey_satisfaction_q3
number_of_question_3_responses,Number of question 3 responses,b2c_spb,b2c_show_names,general,general,week,primary,erp,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,erp_survey_satisfaction_q3
number_of_question_4_responses,Number of question 4 responses,b2c_moscow,b2c_show_names,general,general,week,primary,erp,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,erp_survey_satisfaction_q4
number_of_question_4_responses,Number of question 4 responses,b2c_spb,b2c_show_names,general,general,week,primary,erp,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,erp_survey_satisfaction_q4
number_of_resolved_negative_reviews,Number of resolved negative reviews,b2c_moscow,general,general,general,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,live_add_metric_moscow_105
number_of_resolved_negative_reviews,Number of resolved negative reviews,b2c_spb,general,general,general,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,live_add_metric_spb_62
number_of_reviewed_ogs,Number of reviewed OGs,b2c_spb,general,general,general,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,live_add_metric_spb_96
number_of_reviewed_shows,Number of reviewed shows,b2c_moscow,general,general,general,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,live_add_metric_moscow_139
number_of_reviewed_shows,Number of reviewed shows,b2c_spb,general,general,general,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,live_add_metric_spb_94
number_of_show_rating_responses,Number of show rating responses,b2c_moscow,b2c_show_names,general,general,week,primary,erp,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,erp_survey_satisfaction_q1
number_of_show_rating_responses,Number of show rating responses,b2c_spb,b2c_show_names,general,general,week,primary,erp,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,erp_survey_satisfaction_q1
number_of_show_removals,Number of show removals,b2c_moscow,general,general,general,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,live_add_metric_moscow_143
number_of_show_visitors,Number of show visitors,b2b,general,general,general,month,reference,aggregate,Derived aggregate layer built on top of more atomic facts; use only as reference unless no direct source exists,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,refined_2026_05_01
number_of_show_visitors,Number of show visitors,b2b,general,general,general,month,primary,airtable,Operational Airtable source; aggregate project-level rows into metric scope,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,refined_2026_05_01
number_of_show_visitors,Number of show visitors,b2c_moscow,b2c_show_names,general,general,month,primary,erp,"POST /shows/get; aggregate guests only for non-cancelled shows by canonical event_title",/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,erp_monthly_core_non_cancelled_2026_06_05
number_of_show_visitors,Number of show visitors,b2c_spb,b2c_show_names,general,general,month,primary,erp,"POST /shows/get; aggregate guests only for non-cancelled shows by canonical event_title",/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,erp_monthly_core_non_cancelled_2026_06_05
number_of_show_visitors,Number of show visitors,b2c_moscow,b2c_show_names,general,general,week,primary,erp,"POST /shows/get; aggregate by event_title/general using guests, cancelled and show_start",/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,,refined_2026_05_01
number_of_show_visitors,Number of show visitors,b2c_spb,b2c_show_names,general,general,week,primary,erp,"POST /shows/get; aggregate by event_title/general using guests, cancelled and show_start",/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,,refined_2026_05_01
number_of_shows,Number of shows,b2b,general,general,general,month,reference,aggregate,Derived aggregate layer built on top of more atomic facts; use only as reference unless no direct source exists,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,refined_2026_05_01
number_of_shows,Number of shows,b2b,general,general,general,month,primary,airtable,Operational Airtable source; aggregate project-level rows into metric scope,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,refined_2026_05_01
number_of_shows,Number of shows,b2c_moscow,b2c_show_names,general,general,month,primary,erp,"POST /shows/get; count only non-cancelled shows by canonical event_title",/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,erp_monthly_core_non_cancelled_2026_06_05
number_of_shows,Number of shows,b2c_spb,b2c_show_names,general,general,month,primary,erp,"POST /shows/get; count only non-cancelled shows by canonical event_title",/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,erp_monthly_core_non_cancelled_2026_06_05
number_of_shows,Number of shows,b2c_moscow,b2c_show_names,general,general,week,primary,erp,"POST /shows/get; aggregate by event_title/general using guests, cancelled and show_start",/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,,refined_2026_05_01
number_of_shows,Number of shows,b2c_spb,b2c_show_names,general,general,week,primary,erp,"POST /shows/get; aggregate by event_title/general using guests, cancelled and show_start",/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,,refined_2026_05_01
number_of_shows_cancelled,Number of shows cancelled,b2c_moscow,b2c_show_names,general,general,month,primary,erp,"POST /shows/get; count cancelled shows separately by canonical event_title",/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,erp_monthly_core_non_cancelled_2026_06_05
number_of_shows_cancelled,Number of shows cancelled,b2c_spb,b2c_show_names,general,general,month,primary,erp,"POST /shows/get; count cancelled shows separately by canonical event_title",/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,erp_monthly_core_non_cancelled_2026_06_05
number_of_shows_cancelled,Number of shows cancelled,b2c_moscow,b2c_show_names,b2c_partner_names,marketing_channel_names,week,primary,erp,"POST /shows/get; aggregate by event_title/general using guests, cancelled and show_start",/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,,37
